locus_tag	ftype	length_bp	gene	EC_number	COG	product
KEIGPOEO_00326	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
KEIGPOEO_00327	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
KEIGPOEO_00328	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
KEIGPOEO_00329	CDS	858				hypothetical protein
KEIGPOEO_00330	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
KEIGPOEO_00331	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
KEIGPOEO_00332	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
KEIGPOEO_00333	CDS	1299	appA			Periplasmic AppA protein
KEIGPOEO_00334	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
KEIGPOEO_00335	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
KEIGPOEO_00336	CDS	1140				hypothetical protein
KEIGPOEO_00337	CDS	2097				hypothetical protein
KEIGPOEO_00338	CDS	747				hypothetical protein
KEIGPOEO_00339	CDS	645	gfcB_1			putative lipoprotein GfcB
KEIGPOEO_00340	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
KEIGPOEO_00341	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
KEIGPOEO_00342	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
KEIGPOEO_00343	CDS	174	gnsA			Protein GnsA
KEIGPOEO_00344	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
KEIGPOEO_00345	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
KEIGPOEO_00346	CDS	1029	torT		COG1879	Periplasmic protein TorT
KEIGPOEO_00347	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
KEIGPOEO_00348	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
KEIGPOEO_00349	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
KEIGPOEO_00350	CDS	600	torD		COG3381	Chaperone protein TorD
KEIGPOEO_00351	CDS	306	cbpM			Chaperone modulatory protein CbpM
KEIGPOEO_00352	CDS	921	cbpA		COG2214	Curved DNA-binding protein
KEIGPOEO_00353	CDS	1188				hypothetical protein
KEIGPOEO_00354	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
KEIGPOEO_00355	CDS	228	yccJ			putative protein YccJ
KEIGPOEO_00356	CDS	579	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
KEIGPOEO_00357	CDS	1431				hypothetical protein
KEIGPOEO_00358	CDS	117				hypothetical protein
KEIGPOEO_00359	CDS	174				hypothetical protein
KEIGPOEO_00360	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
KEIGPOEO_00361	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
KEIGPOEO_00362	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
KEIGPOEO_00363	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
KEIGPOEO_00364	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
KEIGPOEO_00365	CDS	696	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
KEIGPOEO_00366	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
KEIGPOEO_00367	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
KEIGPOEO_00368	CDS	3963	putA		COG0506	Bifunctional protein PutA
KEIGPOEO_00369	CDS	210				hypothetical protein
KEIGPOEO_00370	CDS	1509	putP		COG0591	Sodium/proline symporter
KEIGPOEO_00371	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
KEIGPOEO_00372	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
KEIGPOEO_00373	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
KEIGPOEO_00374	CDS	297				hypothetical protein
KEIGPOEO_00375	CDS	789	phoH		COG1702	Protein PhoH
KEIGPOEO_00376	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
KEIGPOEO_00377	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
KEIGPOEO_00378	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
KEIGPOEO_00379	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
KEIGPOEO_00380	CDS	1359	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
KEIGPOEO_00381	CDS	867				IS3 family transposase IS3
KEIGPOEO_00382	CDS	300				IS3 family transposase IS3
KEIGPOEO_00383	CDS	492				hypothetical protein
KEIGPOEO_00384	CDS	987				hypothetical protein
KEIGPOEO_00385	CDS	1218	intA_1		COG0582	Prophage integrase IntA
KEIGPOEO_00386	CDS	1530				hypothetical protein
KEIGPOEO_00387	CDS	288				hypothetical protein
KEIGPOEO_00388	CDS	1836				hypothetical protein
KEIGPOEO_00389	CDS	564				hypothetical protein
KEIGPOEO_00390	CDS	2361				hypothetical protein
KEIGPOEO_00391	CDS	189				hypothetical protein
KEIGPOEO_00392	CDS	933				IS66 family transposase ISEc22
KEIGPOEO_00393	CDS	348				hypothetical protein
KEIGPOEO_00394	CDS	405				hypothetical protein
KEIGPOEO_00395	CDS	2091	cirA_1		COG4771	Colicin I receptor
KEIGPOEO_00396	CDS	219				hypothetical protein
KEIGPOEO_00397	CDS	129				hypothetical protein
KEIGPOEO_00398	CDS	195				hypothetical protein
KEIGPOEO_00399	CDS	180				hypothetical protein
KEIGPOEO_00400	CDS	273				hypothetical protein
KEIGPOEO_00401	CDS	198				hypothetical protein
KEIGPOEO_00402	CDS	1125	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
KEIGPOEO_00403	CDS	1275	fes_1		COG2382	Enterochelin esterase
KEIGPOEO_00404	CDS	981			COG3039	IS5 family transposase ISKpn26
KEIGPOEO_00405	CDS	96				hypothetical protein
KEIGPOEO_00406	CDS	435				hypothetical protein
KEIGPOEO_00407	CDS	246				hypothetical protein
KEIGPOEO_00408	CDS	162				hypothetical protein
KEIGPOEO_00409	CDS	210	mchI			Microcin H47 immunity protein MchI
KEIGPOEO_00410	CDS	90				hypothetical protein
KEIGPOEO_00411	CDS	1551				hypothetical protein
KEIGPOEO_00412	CDS	453				hypothetical protein
KEIGPOEO_00413	CDS	1275	cvaA		COG0845	Colicin V secretion protein CvaA
KEIGPOEO_00414	CDS	2103	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
KEIGPOEO_00415	CDS	324				hypothetical protein
KEIGPOEO_00416	CDS	414				hypothetical protein
KEIGPOEO_00417	CDS	459				hypothetical protein
KEIGPOEO_00418	CDS	510				hypothetical protein
KEIGPOEO_00419	CDS	624				hypothetical protein
KEIGPOEO_00420	CDS	234				hypothetical protein
KEIGPOEO_00421	CDS	576				hypothetical protein
KEIGPOEO_00422	CDS	2682	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
KEIGPOEO_00423	CDS	1098	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
KEIGPOEO_00424	CDS	120				hypothetical protein
KEIGPOEO_00425	CDS	714				IS3 family transposase ISSd1
KEIGPOEO_00426	CDS	1299	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
KEIGPOEO_00427	CDS	720		5.1.1.13		Aspartate racemase
KEIGPOEO_00428	CDS	939	yjiE_1			HTH-type transcriptional regulator YjiE
KEIGPOEO_00429	CDS	246				IS200/IS605 family transposase IS200G
KEIGPOEO_00430	CDS	111				hypothetical protein
KEIGPOEO_00431	CDS	606				hypothetical protein
KEIGPOEO_00432	CDS	1500				hypothetical protein
KEIGPOEO_00433	CDS	1638				hypothetical protein
KEIGPOEO_00434	CDS	1041				hypothetical protein
KEIGPOEO_00435	CDS	639				hypothetical protein
KEIGPOEO_00436	CDS	639	yceD_1		COG2310	General stress protein 16U
KEIGPOEO_00437	CDS	639				hypothetical protein
KEIGPOEO_00438	CDS	162				hypothetical protein
KEIGPOEO_00439	CDS	468				hypothetical protein
KEIGPOEO_00440	CDS	1209				hypothetical protein
KEIGPOEO_00441	CDS	957				hypothetical protein
KEIGPOEO_00442	CDS	1080	stiP	3.4.22.-		Cysteine protease StiP
KEIGPOEO_00443	CDS	774				hypothetical protein
KEIGPOEO_00444	CDS	1143				hypothetical protein
KEIGPOEO_00445	CDS	1059				hypothetical protein
KEIGPOEO_00446	CDS	582	yceD_2		COG2310	General stress protein 16U
KEIGPOEO_00447	CDS	1158				hypothetical protein
KEIGPOEO_00448	CDS	456				hypothetical protein
KEIGPOEO_00449	CDS	1041	alx_1		COG0861	Putative membrane-bound redox modulator Alx
KEIGPOEO_00450	CDS	579	yceD_3		COG2310	General stress protein 16U
KEIGPOEO_00451	CDS	576	yceD_4		COG2310	General stress protein 16U
KEIGPOEO_00452	CDS	1242				hypothetical protein
KEIGPOEO_00453	CDS	426				hypothetical protein
KEIGPOEO_00454	CDS	426				hypothetical protein
KEIGPOEO_00455	CDS	351				hypothetical protein
KEIGPOEO_00456	CDS	1614				IS66 family transposase ISEc23
KEIGPOEO_00457	CDS	282				hypothetical protein
KEIGPOEO_00458	CDS	783	deoR_2		COG1349	Deoxyribose operon repressor
KEIGPOEO_00459	CDS	921	rbsK_1	2.7.1.15		Ribokinase
KEIGPOEO_00460	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
KEIGPOEO_00461	CDS	1014				hypothetical protein
KEIGPOEO_00462	CDS	255				hypothetical protein
KEIGPOEO_00463	CDS	1257	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
KEIGPOEO_00464	CDS	288	ulaB_1	2.7.1.194		Ascorbate-specific PTS system EIIB component
KEIGPOEO_00465	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
KEIGPOEO_00466	CDS	1032	gntR_1			HTH-type transcriptional regulator GntR
KEIGPOEO_00467	CDS	294				IS110 family transposase ISEc21
KEIGPOEO_00468	CDS	690	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
KEIGPOEO_00469	CDS	1557	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
KEIGPOEO_00470	CDS	825	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
KEIGPOEO_00471	CDS	210			COG1662	IS1 family transposase IS1F
KEIGPOEO_00472	CDS	294				hypothetical protein
KEIGPOEO_00473	CDS	630				hypothetical protein
KEIGPOEO_00474	CDS	1077	fic_1	2.7.7.-	COG3177	Protein adenylyltransferase SoFic
KEIGPOEO_00475	CDS	297				hypothetical protein
KEIGPOEO_00476	CDS	276			COG1662	IS1 family transposase IS1A
KEIGPOEO_00477	CDS	378			COG1662	IS1 family transposase IS1R
KEIGPOEO_00478	CDS	381				hypothetical protein
KEIGPOEO_00479	CDS	873				hypothetical protein
KEIGPOEO_00480	CDS	294				hypothetical protein
KEIGPOEO_00481	CDS	1206				hypothetical protein
KEIGPOEO_00482	CDS	1620				hypothetical protein
KEIGPOEO_00483	CDS	927	xerC_2			Tyrosine recombinase XerC
KEIGPOEO_00484	tRNA	85				tRNA-Leu(caa)
KEIGPOEO_00485	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
KEIGPOEO_00486	CDS	564	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
KEIGPOEO_00487	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
KEIGPOEO_00488	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
KEIGPOEO_00489	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
KEIGPOEO_00490	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
KEIGPOEO_00491	CDS	1503				hypothetical protein
KEIGPOEO_00492	CDS	1083	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
KEIGPOEO_00493	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
KEIGPOEO_00494	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
KEIGPOEO_00495	CDS	483	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
KEIGPOEO_00496	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
KEIGPOEO_00497	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
KEIGPOEO_00498	CDS	504				hypothetical protein
KEIGPOEO_00499	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
KEIGPOEO_00500	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
KEIGPOEO_00501	CDS	231	yjgL_1			putative protein YjgL
KEIGPOEO_00502	CDS	1320	yjgL_2			putative protein YjgL
KEIGPOEO_00503	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
KEIGPOEO_00504	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
KEIGPOEO_00505	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
KEIGPOEO_00506	CDS	396	yjgH		COG0251	RutC family protein YjgH
KEIGPOEO_00507	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
KEIGPOEO_00508	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
KEIGPOEO_00509	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KEIGPOEO_00510	CDS	981				IS110 family transposase IS621
KEIGPOEO_00511	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
KEIGPOEO_00512	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
KEIGPOEO_00513	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
KEIGPOEO_00514	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
KEIGPOEO_00515	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
KEIGPOEO_00516	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
KEIGPOEO_00517	CDS	387	cybC		COG3783	Soluble cytochrome b562
KEIGPOEO_00518	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
KEIGPOEO_00519	CDS	552				hypothetical protein
KEIGPOEO_00520	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
KEIGPOEO_00521	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
KEIGPOEO_00522	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
KEIGPOEO_00523	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
KEIGPOEO_00524	CDS	1503	fruK_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
KEIGPOEO_00525	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
KEIGPOEO_00526	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
KEIGPOEO_00527	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
KEIGPOEO_00528	CDS	252	chpS			Antitoxin ChpS
KEIGPOEO_00529	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
KEIGPOEO_00530	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
KEIGPOEO_00531	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
KEIGPOEO_00532	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
KEIGPOEO_00533	CDS	1344				hypothetical protein
KEIGPOEO_00534	CDS	207				hypothetical protein
KEIGPOEO_00535	CDS	558	ytfJ_1		COG3054	putative protein YtfJ
KEIGPOEO_00536	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
KEIGPOEO_00537	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
KEIGPOEO_00538	CDS	381				hypothetical protein
KEIGPOEO_00539	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
KEIGPOEO_00540	CDS	966	ytfF			Inner membrane protein YtfF
KEIGPOEO_00541	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
KEIGPOEO_00542	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
KEIGPOEO_00543	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
KEIGPOEO_00544	CDS	639				hypothetical protein
KEIGPOEO_00545	CDS	1149				IS200/IS605 family transposase IS609
KEIGPOEO_00546	CDS	795				hypothetical protein
KEIGPOEO_00547	CDS	450	rplI		COG0359	50S ribosomal protein L9
KEIGPOEO_00548	CDS	228	rpsR		COG0238	30S ribosomal protein S18
KEIGPOEO_00549	CDS	315	priB		COG2965	Primosomal replication protein N
KEIGPOEO_00550	CDS	396	rpsF		COG0360	30S ribosomal protein S6
KEIGPOEO_00551	CDS	276				hypothetical protein
KEIGPOEO_00552	CDS	552	yagU_1		COG3477	Inner membrane protein YagU
KEIGPOEO_00553	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
KEIGPOEO_00554	CDS	855	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
KEIGPOEO_00555	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
KEIGPOEO_00556	CDS	465	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
KEIGPOEO_00557	CDS	306	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
KEIGPOEO_00558	CDS	1398	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
KEIGPOEO_00559	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
KEIGPOEO_00560	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
KEIGPOEO_00561	CDS	750				hypothetical protein
KEIGPOEO_00562	CDS	330	bsmA			Lipoprotein BsmA
KEIGPOEO_00563	CDS	276				hypothetical protein
KEIGPOEO_00564	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
KEIGPOEO_00565	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
KEIGPOEO_00566	CDS	639				hypothetical protein
KEIGPOEO_00567	CDS	111				hypothetical protein
KEIGPOEO_00568	CDS	660				hypothetical protein
KEIGPOEO_00569	CDS	699				hypothetical protein
KEIGPOEO_00570	CDS	402				hypothetical protein
KEIGPOEO_00571	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KEIGPOEO_00572	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
KEIGPOEO_00573	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
KEIGPOEO_00574	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KEIGPOEO_00575	CDS	198				hypothetical protein
KEIGPOEO_00576	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
KEIGPOEO_00577	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
KEIGPOEO_00578	CDS	1281	hflX		COG2262	GTPase HflX
KEIGPOEO_00579	CDS	309	hfq		COG1923	RNA-binding protein Hfq
KEIGPOEO_00580	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
KEIGPOEO_00581	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
KEIGPOEO_00582	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
KEIGPOEO_00583	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
KEIGPOEO_00584	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
KEIGPOEO_00585	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
KEIGPOEO_00586	tRNA	76				tRNA-Gly(gcc)
KEIGPOEO_00587	tRNA	76				tRNA-Gly(gcc)
KEIGPOEO_00588	tRNA	76				tRNA-Gly(gcc)
KEIGPOEO_00589	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
KEIGPOEO_00590	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
KEIGPOEO_00591	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
KEIGPOEO_00592	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
KEIGPOEO_00593	CDS	303	yjeO			Inner membrane protein YjeO
KEIGPOEO_00594	CDS	315				hypothetical protein
KEIGPOEO_00595	CDS	1503	yjeM			Inner membrane transporter YjeM
KEIGPOEO_00596	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
KEIGPOEO_00597	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KEIGPOEO_00598	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KEIGPOEO_00599	CDS	396	frdC		COG3029	Fumarate reductase subunit C
KEIGPOEO_00600	CDS	360	frdD		COG3080	Fumarate reductase subunit D
KEIGPOEO_00601	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
KEIGPOEO_00602	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
KEIGPOEO_00603	CDS	318	gdx		COG2076	Guanidinium exporter
KEIGPOEO_00604	CDS	147				hypothetical protein
KEIGPOEO_00605	CDS	126				hypothetical protein
KEIGPOEO_00606	CDS	567	efp		COG0231	Elongation factor P
KEIGPOEO_00607	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
KEIGPOEO_00608	CDS	870				hypothetical protein
KEIGPOEO_00609	CDS	354				hypothetical protein
KEIGPOEO_00610	CDS	1647	groL			60 kDa chaperonin
KEIGPOEO_00611	CDS	294	groS		COG0234	10 kDa chaperonin
KEIGPOEO_00612	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
KEIGPOEO_00613	CDS	477				hypothetical protein
KEIGPOEO_00614	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
KEIGPOEO_00615	CDS	1302	dcuA_2		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
KEIGPOEO_00616	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
KEIGPOEO_00617	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
KEIGPOEO_00618	CDS	576				hypothetical protein
KEIGPOEO_00619	CDS	489				hypothetical protein
KEIGPOEO_00620	CDS	198				hypothetical protein
KEIGPOEO_00621	CDS	843				hypothetical protein
KEIGPOEO_00622	CDS	1539	cadC		COG3710	Transcriptional activator CadC
KEIGPOEO_00623	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
KEIGPOEO_00624	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
KEIGPOEO_00625	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
KEIGPOEO_00626	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
KEIGPOEO_00627	CDS	174	ghoT			Toxin GhoT
KEIGPOEO_00628	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
KEIGPOEO_00629	CDS	273	yjdJ		COG2388	putative protein YjdJ
KEIGPOEO_00630	CDS	231				hypothetical protein
KEIGPOEO_00631	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
KEIGPOEO_00632	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
KEIGPOEO_00633	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
KEIGPOEO_00634	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
KEIGPOEO_00635	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
KEIGPOEO_00636	CDS	1410	melB		COG2211	Melibiose carrier protein
KEIGPOEO_00637	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
KEIGPOEO_00638	CDS	909	melR_1			Melibiose operon regulatory protein
KEIGPOEO_00639	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
KEIGPOEO_00640	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
KEIGPOEO_00641	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
KEIGPOEO_00642	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
KEIGPOEO_00643	CDS	669	basR			Transcriptional regulatory protein BasR
KEIGPOEO_00644	CDS	1101	basS	2.7.13.3		Sensor protein BasS
KEIGPOEO_00645	CDS	90				hypothetical protein
KEIGPOEO_00646	CDS	1503	proP			Proline/betaine transporter
KEIGPOEO_00647	CDS	879				hypothetical protein
KEIGPOEO_00648	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
KEIGPOEO_00649	CDS	336				hypothetical protein
KEIGPOEO_00650	CDS	444				hypothetical protein
KEIGPOEO_00651	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
KEIGPOEO_00652	CDS	1017				hypothetical protein
KEIGPOEO_00653	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
KEIGPOEO_00654	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
KEIGPOEO_00655	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
KEIGPOEO_00656	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
KEIGPOEO_00657	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
KEIGPOEO_00658	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
KEIGPOEO_00659	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
KEIGPOEO_00660	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
KEIGPOEO_00661	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
KEIGPOEO_00662	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
KEIGPOEO_00663	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
KEIGPOEO_00664	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
KEIGPOEO_00665	CDS	330				hypothetical protein
KEIGPOEO_00666	CDS	318	lacA_1	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
KEIGPOEO_00667	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
